species_name,primary_strain,temperature_span_c,temperature_min_low_c,temperature_opt_low_c,temperature_max_high_c
Sinomonas flava,LMG 24447T,27,15,30,42
Sinomonas halotolerans,CFH S0499,27,10,28,37
Sinomonas humi,MUSC 117,16,24,28,40
Sinomonas mesophila,MPKL 26,20,20,30,40
Sinomonas notoginsengisoli,SYP-B575,24,17,28,41
Sinomonas soli,CW 59,27,15,30,42
Sinomonas susongensis,A31T,22,15,30,37
Sinorhizobium kummerowiae,,36,4,28,40
Sinorhodobacter ferrireducens,SgZ-3(,20,20,30,40
Sinorhodobacter populi,KCTC 52802T,31,10,30,41
Sinosporangium album,6014T,27,10,30,37
Sinosporangium fuscum,A-T 8343,17,20,28,37
Sinosporangium fuscum,T 8343T,17,20,30,37
Sinosporangium siamense,A-T 1946T,17,20,28,37
Sinosporangium siamense,A-T 1946,17,20,25,37
Siphonobacter aquaeclarae,P2,33,4,20,37
Siphonobacter curvatus,KACC 19409T,30,5,25,35
Siphonobacter intestinalis,63MJ-2,31,4,25,35
Six known,ATCC 35265T,25,45,60,70
Skermanella aerolata,KACC 11604T,30,5,30,35
Skermanella aerolata,5416T-32,30,5,30,35
Skermanella parooensis,ACM 2042T,27,10,28,37
Skermanella pratensis,W17,30,10,30,40
Skermanella rosea,M1,33,12,27,45
Skermanella rubra,YIM 93097,25,20,28,45
Skermanella stibiiresistens,SB22T,33,4,28,37
Skermanella xinjiangensis,10-1-101T,20,17,28,37
Slightly curved,JCM 16476T,25,15,35,40
Slurries composed,None__10,20,25,40,45
Small rods,JCM 31555T,25,10,30,35
Smaragdicoccus niigatensis,Hou_blueT,33,4,30,37
Sneathiella chinensis,LMG 23452,33,4,28,37
Sneathiella chungangensis,CAU 1294,17,20,30,37
Sneathiella glossodoripedis,MKT133T,28,17,40,45
Sneathiella limimaris,KCTC 52846T,22,20,37,42
Sneathiella marina,PHK-P5T,33,4,20,37
Snuella lapsa,JC2132,45,5,30,50
Soehngenia saccharolytica,BOR-Y,25,15,30,40
Solibacillus daqui,ZS111008T,20,25,30,45
Solibacillus kalamii,ISSFR-015T,25,12,30,37
Solicola agrisoli,PLA-1-18T,10,20,25,30
Solimicrobium silvestre,S20-91,25,0,15,25
Solimonas aquatica,BCRC 17835T,20,20,25,40
Solimonas flava,CW-KD 4,25,10,25,35
Solimonas fluminis,HR-BB,15,20,25,35
Solimonas soli,DCY12T,12,25,30,37
Solimonas terrae,KIS83-12,18,15,28,33
Solirhodobacter olei,Pet-1T,32,10,37,42
Solirubrobacter ginsenosidimutans,BXN5-15,19,18,30,37
Solirubrobacter pauli,B33D1T,19,19,30,38
Solirubrobacter phytolaccae,GTGR-8T,18,15,29,33
Solirubrobacter phytolaccae,GTGR-8,18,15,28,33
Solirubrobacter soli,Gsoil 355T,15,15,30,30
Solirubrobacter soli,Gsoil 355,22,15,30,37
Solirubrobacter taibaiensis,GTJR-20,26,7,28,33
Solitalea agri,KACC 22249T,30,10,28,40
Solitalea canadensis,UASM 9D,30,10,18,40
Solitalea koreensis,R2A36-4T,25,10,29,35
Solitalea koreensis,R2A36-4,25,10,28,35
Solitalea lacus,KACC 22266T,30,10,30,40
Solitalea longa,KACC 19411T,25,5,20,30
Some strains,ATCC 29719,36,4,28,40
Some strains,DSM 3695T,33,4,25,37
Some strains,DSM 17897T,27,15,30,42
Soonwooa buanensis,HM0024,26,4,30,30
Soonwooa buanensis,KCTC 22689T,15,15,30,30
Soonwooa purpurea,I54T,17,20,30,37
Soortia roseihalophila,Bsw-2bT,6,28,30,34
Sorangium ambruticinum,Soce 176,19,18,30,37
Sorangium arenae,Soce 1078,19,18,34,37
Sorangium bulgaricum,Soce 321,19,18,30,37
Sorangium cellulosum,So ce1871,17,20,28,37
Sorangium dawidii,Soce 362,19,18,34,37
Sorangium kenyense,Soce 375,19,18,30,37
Sorangium orientale,Soce GT47,14,30,37,44
Sorangium reichenbachii,Soce 1828,19,18,34,37
Spartinivicinus poritis,A2-2T,23,18,35,41
Specibacter cremeus,KCTC 39557T,26,4,30,30
Specific spray,Z-1001T,37,20,45,57
Spelaeicoccus albus,D3-40T,38,4,30,42
Spelaeicoccus albus,D3-40,27,10,28,37
Sphaerimonospora cavernae,N74,14,22,26,36
Sphaerimonospora mesophila,KCTC 49229T,40,15,37,55
Sphaerimonospora mesophila,JCM 3151,25,20,35,45
Sphaerimonospora triticiradicis,NEAU-HRGS1-10,25,20,28,45
Sphaerisporangium aureirubrum,NEAU-GQTH1-3,22,15,28,37
Sphaerisporangium corydalis,NEAU-YHS15,20,15,28,35
Sphaerisporangium dianthi,NEAU-CY18,20,15,28,35
Sphaerisporangium krabiense,A-T 0308,12,25,28,37
Sphaerisporangium rhizosphaerae,CGMCC 4,19,18,28,37
Sphaerisporangium rufum,NBRC 109079T,12,24,30,36
Sphaerobacter thermophilus,Sphaerobacter thermophilus,25,40,55,65
Sphaerochaeta associata,GLS2,20,20,32,40
Sphaerochaeta globosa,DSM 22777T,22,15,30,37
Sphaerochaeta globosa,Buddy,22,15,25,37
Sphaerochaeta halotolerans,KCTC 15833T,22,20,35,42
Sphaerochaeta multiformis,JCM 17281T,17,0,9,17
Sphaerochaeta pleomorpha,DSM 22778T,15,15,25,30
Sphaerochaeta pleomorpha,Grapes,15,15,25,30
Sphaerotilus hippei,,28,7,26.5,35
Sphaerotilus montanus,,29,7,29,36
Sphaerotilus natans,,25,15,32,40
Sphaerotilus natans,ATCC 13338,27,10,20,37
Sphagnum peat,"by the ability to degrade xylan, starch and some other polysaccharides, by greater tolerance of acidic pH and by the inability to reduce nitrate",33,4,25,37
Sphagnum peatlands,"by the ability to degrade xylan, starch and some other polysaccharides, by greater tolerance of acidic pH and by the inability to reduce nitrate",33,4,25,37
Sphingoaurantiacus capsulatus,YLT33T,31,4,28,35
Sphingoaurantiacus polygranulatus,MC 3718,33,4,29,37
Sphingoaurantiacus polygranulatus,MC 3718T,33,4,28,37
Sphingobacterium alkalisoli,Y3L14T,30,10,30,40
Sphingobacterium anhuiense,CW 186T,31,4,25,35
Sphingobacterium antarcticus,4BY,28,2,25,30
Sphingobacterium arenae,H-12T,17,20,30,37
Sphingobacterium bambusae,IBFC2009,28,11,31,39
Sphingobacterium bovisgrunnientis,YK2,17,25,37,42
Sphingobacterium caeni,DC-8T,30,10,32.5,40
Sphingobacterium caeni,DC-8,30,10,30,40
Sphingobacterium cavernae,KCTC 62981T,35,5,30,40
Sphingobacterium cellulitidis,R-53603,22,15,28,37
Sphingobacterium changzhouense,N7T,30,10,30,40
Sphingobacterium changzhouense,N7,30,10,25,40
Sphingobacterium chuzhouense,DH-5T,17,20,30,37
Sphingobacterium chuzhouense,DH-5,20,20,30,40
Sphingobacterium cibi,CC-YY411T,22,20,30,42
Sphingobacterium cladoniae,No.6,20,15,25,35
Sphingobacterium cladoniae,No.6T,20,15,30,35
Sphingobacterium composti,T5-12,27,15,30,42
Sphingobacterium cortice,23D10-4-9T,31,4,25,35
Sphingobacterium corticibacter,KCTC 52798T,31,4,25,35
Sphingobacterium corticis,23D10-4-9T,31,4,25,35
Sphingobacterium daejeonense,TR6-04T,38,4,30,42
Sphingobacterium daejeonense,TR6-04,27,15,30,42
Sphingobacterium deserti,ZW,37,5,30,42
Sphingobacterium detergens,6.2S,22,15,30,37
Sphingobacterium ginsenosidimutans,THG 07,19,18,25,37
Sphingobacterium gobiense,H7T,32,8,30,40
Sphingobacterium griseoflavum,SCU-B140,30,10,30,40
Sphingobacterium haloxyli,KCTC 62457T,22,20,30,42
Sphingobacterium haloxyli,5JN-11,22,20,28,42
Sphingobacterium hotanense,XH4,25,20,37,45
Sphingobacterium humi,KACC 18595T,25,15,37,40
Sphingobacterium humi,D1,25,15,30,40
Sphingobacterium jejuense,GJ30-7T,20,20,30,40
Sphingobacterium kyonggiense,2002/1/2,41,4,30,45
Sphingobacterium mucilaginosum,THG-SQA8T,27,10,25,37
Sphingobacterium nematocida,M-SX103T,30,10,37,40
Sphingobacterium olei,KCTC 72287T,25,10,30,35
Sphingobacterium oryzagri,KACC 22765T,31,4,28,35
Sphingobacterium pakistanense,NCCP-246,21,16,32,37
Sphingobacterium paludis,S37T,27,10,25,37
Sphingobacterium populi,7Y-4T,27,10,29,37
Sphingobacterium populi,7Y-4,27,10,28,37
Sphingobacterium puteale,CGMCC 1,22,15,28,37
Sphingobacterium rhinocerotis,YIM 101302,25,5,28,30
Sphingobacterium shayense,HS39,30,10,30,40
Sphingobacterium siyangense,KCTC 22131T,38,4,37,42
Sphingobacterium siyangense,SY1,38,4,30,42
Sphingobacterium solani,MLS-26-JM13-11T,29,10,30,39
Sphingobacterium soli,YIM X0211,27,10,30,37
Sphingobacterium soli,KCTC 42696T,22,15,30,37
Sphingobacterium suaedae,T47T,30,10,30,40
Sphingobacterium tabacisoli,h337T,25,10,30,35
Sphingobacterium terrae,Brt-F,30,15,25,45
Sphingobacterium thermophilum,CKTN2,30,20,40,50
Sphingobacterium wenxiniae,LQY-18T,32,8,30,40
Sphingobacterium yamdrokense,3-0-1,30,5,25,35
Sphingobacterium yanglingense,CCNWSP36-1T,30,10,28,40
Sphingobacterium zeae,JM-1081,41,4,30,45
Sphingobium abikonense,NBRC 16140,17,20,28,37
Sphingobium algicola,,20,10,25,30
Sphingobium algicola,Pch-E,20,10,25,30
Sphingobium aquiterrae,DSM 106441T,36,4,30,40
Sphingobium barthaii,KK22,20,20,33,40
Sphingobium boeckii,DSM 25079T,30,10,28,40
Sphingobium chungangianum,MAH-11,22,15,28,37
Sphingobium cupriresistens,CU4,33,4,28,37
Sphingobium endophyticum,GZGR-4,26,7,28,33
Sphingobium faniae,JZ-2T,38,4,30,42
Sphingobium fontiphilum,Chen16-4,25,15,37,40
Sphingobium fuliginis,TKP,17,20,37,37
Sphingobium jiangsuense,BA-3T,27,10,28,37
Sphingobium lactosutens,DS20T,17,20,28,37
Sphingobium limneticum,DSM25076T,30,10,28,40
Sphingobium naphthae,K-3-6,30,15,20,45
Sphingobium paulinellae,KACC 19283T,25,5,25,30
Sphingobium phenoxybenzoativorans,SC_3T,25,15,30,40
Sphingobium qiguonii,X23T,38,4,28,42
Sphingobium quisquiliarum,P25T,36,4,28,40
Sphingobium scionense,WP01T,20,15,30,35
Sphingobium soli,THG-SQA7,20,15,25,35
Sphingobium subterraneum,S-II-13T,15,15,28,30
Sphingobium sufflavum,HL-25,20,10,25,30
Sphingobium terrigena,KACC 19523T,27,10,30,37
Sphingobium ummariense,RL-3,38,4,28,42
Sphingobium vermicomposti,VC-230T,22,15,30,37
Sphingobium vulgare,HU1-GD12,19,18,30,37
Sphingobium xanthum,JZ-1,25,15,28,40
Sphingomicrobium aestuariivivum,AH-M8,25,15,35,40
Sphingomicrobium arenosum,KCTC 62233T,17,20,30,37
Sphingomicrobium astaxanthinifaciens,CC-AMO-30B,25,20,30,45
Sphingomicrobium flavum,CC-AMZ-30NT,30,10,30,40
Sphingomicrobium marinum,JCM 18554T,35,10,30,45
Sphingomicrobium marinum,CC-AMZ-30M,25,20,30,45
Sphingomicrobium sediminis,GRR-S6-50T,17,20,30,37
Sphingomonas abaci,,13,15,28,28
Sphingomonas aeria,LMG 30133T,37,4,28,41
Sphingomonas aeria,R1-3,27,15,30,42
Sphingomonas aerophila,,33,4,29,37
Sphingomonas aerophila,KACC 16533T,33,4,28,37
Sphingomonas aestuarii,K4,15,20,30,35
Sphingomonas agri,HKS-06T,27,10,30,37
Sphingomonas alaskensis,LMG 18877,44,4,37,48
Sphingomonas antarctica,200T,26,4,20,30
Sphingomonas aquatica,W1-2-1T,24,18,30,42
Sphingomonas arabinosi,CGMCC 1,25,0,20,25
Sphingomonas aracearum,KCTC 62523T,34,4,25,38
Sphingomonas arantia,6P,31,4,25,35
Sphingomonas astaxanthinifaciens,TDMA-17,25,20,40,45
Sphingomonas aurea,KCTC 92959T,5,25,25,30
Sphingomonas canadensis,FWC47,2,28,30,30
Sphingomonas carotinifaciens,,22,15,29,37
Sphingomonas carotinifaciens,L9-754,22,15,28,37
Sphingomonas carri,PR0302T,22,15,25,37
Sphingomonas changbaiensis,V2M44T,13,20,30,33
Sphingomonas changbaiensis,V2M44,13,20,29,33
Sphingomonas changnyeongensis,C33T,18,19,28,37
Sphingomonas chloroacetimidivorans,Y1,20,20,30,40
Sphingomonas chungangi,MAH-6T,20,15,30,35
Sphingomonas colocasiae,CC-MHH0539T,15,15,25,30
Sphingomonas crocodyli,BCRC 81096T,15,20,30,35
Sphingomonas crusticola,MIMD3T,27,10,25,37
Sphingomonas cynarae,SPC-1,4,26,28,30
Sphingomonas daechungensis,CH15-11T,22,15,29,37
Sphingomonas daechungensis,CH15-11,22,15,28,37
Sphingomonas deserti,KCTC 62411T,17,20,30,37
Sphingomonas desiccabilis,DSM 16792T,22,15,25,37
Sphingomonas difficilis,1PNM-26T,15,20,29,35
Sphingomonas difficilis,1PNM-26,15,20,28,35
Sphingomonas dokdonensis,DS-4,24,10,25,34
Sphingomonas endophytica,YIM 65583,33,12,20,45
Sphingomonas endophytica,JCM 17394T,33,12,37,45
Sphingomonas faucium,E62-3T,22,15,28,37
Sphingomonas fennica,,27,10,25,37
Sphingomonas fennica,K101,27,10,20,37
Sphingomonas flava,THG-MM5,12,18,25,30
Sphingomonas flavalba,KCTC 62840T,11,26,37,37
Sphingomonas flavida,PB1R3T,37,0,25,37
Sphingomonas fonticola,TNR-2T,22,15,25,37
Sphingomonas fonticola,TNR-2,22,15,20,37
Sphingomonas formosensis,CC-Nfb-2,12,25,30,37
Sphingomonas frigidaeris,KER25-10T,30,10,30,40
Sphingomonas fucosidasi,LB3N6T,25,0,20,25
Sphingomonas gei,ZFGT-11T,29,4,28,33
Sphingomonas gilva,ZDH117T,27,15,28,42
Sphingomonas gimensis,9PNM-6,17,15,28,32
Sphingomonas ginkgonis,KCTC 62461T,22,15,30,37
Sphingomonas ginsengisoli,DCY58,33,4,30,37
Sphingomonas ginsenosidimutans,Gsoil 1429,24,18,25,42
Sphingomonas ginsenosidivorax,KHI67,33,4,25,37
Sphingomonas gotjawalisoli,SN6-9,20,10,25,30
Sphingomonas guangdongensis,9NM-8T,12,20,30,32
Sphingomonas haloaromaticamans,DSM 13477T,7,30,30,37
Sphingomonas haloaromaticamans,A175,30,10,30,40
Sphingomonas hankookensis,ODN7T,33,4,30,37
Sphingomonas hankyongensis,W1-2-4,24,18,25,42
Sphingomonas hengshuiensis,WHSC-8,15,20,28,35
Sphingomonas histidinilytica,UM2T,36,4,28,40
Sphingomonas hunanensis,JSM 083058,30,5,25,35
Sphingomonas hylomeconis,GZJT-2T,26,4,25,30
Sphingomonas indica,Dd16,24,4,28,28
Sphingomonas insulae,DS-28T,30,4,25,34
Sphingomonas japonica,KC7,33,4,26.5,37
Sphingomonas jaspsi,TDMA-16T,20,20,36,40
Sphingomonas jaspsi,TDMA-16,20,20,35,40
Sphingomonas jatrophae,,22,15,29,37
Sphingomonas jatrophae,S5-249,22,15,28,37
Sphingomonas jeddahensis,G39T,15,20,30,35
Sphingomonas jejuensis,MS-31,22,15,20,37
Sphingomonas jinjuensis,,15,20,25,35
Sphingomonas jinjuensis,KCTC 22477T,15,20,25,35
Sphingomonas kyeonggiensis,THG-DT81,15,15,25,30
Sphingomonas kyungheensis,THG-B283,17,18,25,35
Sphingomonas kyungheensis,KACC 16224T,17,18,28,35
Sphingomonas lacus,PB304T,21.5,4,25,37
Sphingomonas lacus,PB304,10,20,25,30
Sphingomonas lenta,DSM 27572T,17,20,28,37
Sphingomonas limnosediminicola,03SUJ6T,22,15,25,37
Sphingomonas limnosediminicola,03SUJ6,22,15,25,37
Sphingomonas lutea,JS5T,36,4,30,40
Sphingomonas lutea,JS5,27,10,25,37
Sphingomonas mesophila,KCTC 62179T,23,14,28,37
Sphingomonas metalli,9O-5T,22,15,25,37
Sphingomonas molluscorum,KMM 3882T,30,7,25,37
Sphingomonas montana,W16RD,26,4,20,30
Sphingomonas montanisoli,ZX9611T,18,12,28,30
Sphingomonas montis,DRJ-4,22,20,28,42
Sphingomonas morindae,NBD5,27,15,30,42
Sphingomonas mucosissima,CP173-2T,15,15,25,30
Sphingomonas naasensis,,27,10,29,37
Sphingomonas naasensis,KACC 16534T,27,10,28,37
Sphingomonas naphthae,DKC-5-1T,29,4,26.5,33
Sphingomonas naphthae,DKC5-1,23,10,25,33
Sphingomonas oleivorans,LMG 29274T,2,28,30,30
Sphingomonas oligoaromativorans,SY-6T,27,10,28,37
Sphingomonas oryziterrae,,20,20,25,40
Sphingomonas oryziterrae,KCTC 22476T,20,20,25,40
Sphingomonas paeninsulae,LMG 31027T,24,4,20,28
Sphingomonas palustris,,5,25,25,30
Sphingomonas palustris,WM95,22,15,25,37
Sphingomonas panacis,DCY99,27,10,25,37
Sphingomonas panaciterrae,DCY91,10,20,28,30
Sphingomonas panni,,22,15,28,37
Sphingomonas parvus,GP20-2,25,10,35,35
Sphingomonas piscinae,LYH-20,25,15,30,40
Sphingomonas polyaromaticivorans,B2-7,15,20,26,35
Sphingomonas populi,LMG 30138T,22,15,30,37
Sphingomonas prati,W18RDT,35,0,25,35
Sphingomonas prati,W18RD,26,4,25,30
Sphingomonas psychrolutea,MDB1-A^T,25,0,20,25
Sphingomonas rhamnosi,PB2P19T,25,0,20,25
Sphingomonas rhizophila,KACC 19189T,27,10,25,37
Sphingomonas rosea,PB196,17,25,37,42
Sphingomonas rubra,BH3T,41,4,28,45
Sphingomonas sandaracina,CGMCC 1,25,0,20,25
Sphingomonas sanxanigenens,NX02,36,4,29,40
Sphingomonas sanxanigenens,DSM 19645T,36,4,28,40
Sphingomonas segetis,KACC 19551T,17,20,30,37
Sphingomonas silvisoli,RP18T,15,15,30,30
Sphingomonas soli,T5-04T,22,15,30,37
Sphingomonas sorbitolis,CGMCC 1,25,0,20,25
Sphingomonas spermidinifaciens,9NM-10T,30,10,30,40
Sphingomonas starnbergensis,382T,27,10,28,37
Sphingomonas suaedae,CGMCC 1,30,10,35,40
Sphingomonas tabacisoli,KCTC 62032T,15,25,30,40
Sphingomonas turrisvirgatae,MCT13T,15,20,28,35
Sphingomonas vulcanisoli,SN6-13,20,10,25,30
Sphingomonas xinjiangensis,10-1-84T,33,4,28,37
Sphingomonas xinjiangensis,10-1-84,13,17,28,30
Sphingomonas yantingensis,1007T,22,15,29,37
Sphingomonas yantingensis,1007,22,15,28,37
Sphingomonas yunnanensis,KCTC 12346T,40,0,28,40
Sphingomonas zeicaulis,541T,40,5,25,45
Sphingopyxis alaskensis,LMG 18877,33,4,37,37
Sphingopyxis bauzanensis,BZ30T,29,1,25,30
Sphingopyxis contaminans,JC216T,25,15,28.5,40
Sphingopyxis flava,R11HT,23,22,28,45
Sphingopyxis flavimaris,SW-151T,33,4,30,37
Sphingopyxis italica,SC13E-S71T,20,10,25,30
Sphingopyxis italica,SC13E-S71,20,10,25,30
Sphingopyxis lindanitolerans,DSM 106274T,25,12,23,37
Sphingopyxis litoris,KCTC 12764T,19.4,15,31.8,34.4
Sphingopyxis nepalensis,Ktm-14,22,15,25,37
Sphingopyxis panaciterrulae,DCY34T,12,25,27.5,37
Sphingopyxis panaciterrulae,DCY34,12,25,25,37
Sphingopyxis rigui,01SU5-PT,25,10,25,35
Sphingopyxis soli,BL03,27,15,30,42
Sphingopyxis solisilvae,KX672815,27,15,25,42
Sphingopyxis wooponensis,,25,10,25,35
Sphingorhabdus arenilitoris,GJR-7,33,4,30,37
Sphingorhabdus contaminans,JC216,25,15,27,40
Sphingorhabdus litoris,FR1093,19.4,15,23.7,34.4
Sphingorhabdus marina,FR1087,19.4,15,23.7,34.4
Sphingorhabdus pacifica,KMM 9574,31,5,28,36
Sphingorhabdus planktonica,G1A_585T,16,11,21,27
Sphingorhabdus planktonica,G1A_585,16,11,18,27
Sphingorhabdus pulchriflava,KCTC 62791T,35,10,25,45
Sphingorhabdus rigui,01SU5-P,25,10,25,35
Sphingorhabdus soli,D-2Q-5-6T,33,10,28,43
Sphingorhabdus wooponensis,03SU3-P,25,10,25,35
Sphingosinicella humi,QZX222T,26,16,28,42
Sphingosinicella microcystinivorans,KCTC 12019T,27,10,30,37
Sphingosinicella soli,KSL-125T,33,4,30,37
Sphingosinicella vermicomposti,YC7378,27,10,30,37
Sphingosinicella xenopeptidilytica,3-2W4,32,5,20,37
Sphingosinicella xenopeptidilytica,DSM 17130T,32,5,25,37
Sphingosinithalassobacter portus,FM6T,25,20,30,45
Sphingosinithalassobacter tenebrarum,KCTC 72896T,29,16,30,45
Spinactinospora alkalitolerans,CXB654T,28,16,37,44
Spiral shaped,None__18,16,28,42,44
Spiribacter aquaticus,SP30T,20,20,37,40
Spiribacter curvatus,UAH-SP71T,35,5,37,40
Spiribacter roseus,SSL50T,25,15,37,40
Spiribacter salinus,M19-40,25,15,37,40
Spirilliplanes yamanashiensis,YU127-1T,5,25,28,30
Spirillospora albida,ATCC 15331,17,18,25,35
Spirillum winogradskyi,D-427T,25,10,28,35
Spirochaeta africana,Z-7692,32,15,30,47
Spirochaeta alkalica,,32,15,33.5,47
Spirochaeta americana,ASpG1T,34,10,37,44
Spirochaeta asiatica,,23,20,35,43
Spirochaeta asiatica,Z-7591,23,20,33,43
Spirochaeta cellobiosiphila,SIP1T,28,9,37,37
Spirochaeta dissipatitropha,ASpC2T,28,13,35,41
Spirochaeta isovalerica,MA-2,34,5,30,39
Spirochaeta lutea,JC230,25,15,30,40
Spirochaeta odontotermitis,JC202T,25,15,32,40
Spirochaeta perfilievii,PT,28,4,29,32
Spirochaeta perfilievii,DSM 19205T,28,4,28,32
Spirochaeta perfilievii,P,28,4,28,32
Spirochaeta psychrophila,JCM 17280T,18,0,15,18
Spirochaeta sinaica,SLT,22,10,28,32
Spirochaeta sphaeroplastigenens,KCTC 15220T,25,15,35,40
Spirochaeta thermophila,Z-1203,33,40,67,73
Spiroplasma alleghenense,ATCC 51742,22,10,30,32
Spiroplasma cantharicola,CC-1,27,10,32,37
Spiroplasma chinense,CCHT,12,25,30,37
Spiroplasma chrysopicola,DF-1,22,10,30,32
Spiroplasma clarkii,CN-5,22,10,30,32
Spiroplasma corruscae,EC-1,31,10,32,41
Spiroplasma culicicola,AES-1,6,25,31,31
Spiroplasma diabroticae,DU-1,31,10,32,41
Spiroplasma diminutum,CUAS-1T,27,10,30,37
Spiroplasma eriocheiris,TDA-040725-5T,20,20,30,40
Spiroplasma floricola,6月23日,15,22,34,37
Spiroplasma gladiatoris,,22,15,31,37
Spiroplasma gladiatoris,ATCC 43525,22,15,30,37
Spiroplasma helicoides,ATCC 51746,17,20,32,37
Spiroplasma insolitum,M55,22,15,30,37
Spiroplasma ixodetis,ATCC 33835,9,23,30,32
Spiroplasma kunkelii,E275T,12,20,31,32
Spiroplasma kunkelii,E275,12,20,30,32
Spiroplasma lampyridicola,ATCC 43206,22,15,30,37
Spiroplasma lineolae,TALS-2,17,20,30,37
Spiroplasma litorale,TN-1,31,10,32,41
Spiroplasma melliferum,BC-3T,17,20,33.5,37
Spiroplasma mirum,SMCA,17,20,37,37
Spiroplasma monobiae,MQ-1T,27,10,32,37
Spiroplasma montanense,HYOS-1,36,5,32,41
Spiroplasma penaei,BAA-1082T,17,20,28,37
Spiroplasma phoeniceum,P40,17,20,28,37
Spiroplasma platyhelix,PALS-1,22,10,30,32
Spiroplasma poulsonii,DW-1T,4,26,30,30
Spiroplasma sabaudiense,Ar-1343T,12,20,30,32
Spiroplasma syrphidicola,EA-1,31,10,32,41
Spiroplasma tabanidicola,ATCC 51747,27,10,30,37
Spiroplasma taiwanense,CT-1,8,22,25,30
Spiroplasma turonicum,Tab4cT,12,25,30,37
Spiroplasma velocicrescens,MQ-4,31,10,37,41
Spirosoma aerolatum,PR1012KT,30,10,25,40
Spirosoma aerophilum,5516J-17T,27,10,29,37
Spirosoma aerophilum,5516J-17,27,10,28,37
Spirosoma arcticum,R2-35T,24,4,20,28
Spirosoma carri,TX0406,22,15,25,37
Spirosoma daeguense,15J9-6,20,10,25,30
Spirosoma endophytica,DSM 26130T,8,20,28,28
Spirosoma endophyticum,EX36,37,4,28,41
Spirosoma flavum,Y4AR-5T,24,4,20,28
Spirosoma fluminis,15J17,15,15,25,30
Spirosoma fluviale,MSd3,26,4,25,30
Spirosoma gilvum,15J10-9T5,20,10,25,30
Spirosoma horti,S7-3-19,20,10,25,30
Spirosoma knui,15J8-12T,27,10,25,37
Spirosoma koreense,15J8-5T,27,10,25,37
Spirosoma lacussanchae,CPCC 100624,30,10,30,40
Spirosoma litoris,KCTC 52029T,27,10,25,37
Spirosoma lituiforme,T15.2.4,20,10,25,30
Spirosoma luteolum,16F6E,27,10,25,37
Spirosoma luteum,,36,4,25,40
Spirosoma luteum,SPM-10,26,4,25,30
Spirosoma metallicum,PR1014K,25,15,25,40
Spirosoma metallilatum,TX0405,8,20,28,28
Spirosoma migulaei,15J9-8,20,10,25,30
Spirosoma montaniterrae,DY10,20,10,30,30
Spirosoma oryzae,RHs22T,27,10,29,37
Spirosoma oryzae,RHs22,27,10,28,37
Spirosoma oryzicola,RHs26T,27,10,28,37
Spirosoma panaciterrae,Gsoil 1519,38,4,30,42
Spirosoma panaciterrae,KCTC 22263T,27,15,30,42
Spirosoma pollinicola,DSM 105799T,26,4,25,30
Spirosoma radiotolerans,DG5A,20,10,25,30
Spirosoma rigui,WPCB118T,33,4,30,37
Spirosoma soli,MIMBbqt12T,33,2,28,35
Spirosoma sordidisoli,TY50,21,16,30,37
Spirosoma spitsbergense,,36,4,25,40
Spirosoma spitsbergense,SPM-9,26,4,25,30
Spirosoma swuense,JBM2-3T,5,25,25,30
Spongiactinospora rosea,DSM 106635T,20,20,30,40
Spongiibacter borealis,CL-AS9T,26,4,23,30
Spongiibacter marinus,HAL40b,30,10,25,40
Spongiibacter marinus,DSM 17750T,30,10,20,40
Spongiibacter taiwanensis,SPT1,33,4,30,37
Spongiibacter tropicus,DSM 19543T,30,10,30,40
Spongiibacterium flavum,A11T,15,20,30,35
Spongiibacterium pacificum,SW169T,25,10,28,35
