species_name,source_file,growth_temperature_combined,raw_output_combined,Tmin_list,Tmax_list,Topt_list,Tmin,Tmax,Topt
Sulfurirhabdus autotrophica,Watanabe-2016-Sulfurirhabdus autotrophica gen,0-32°C (optimum 15-22°C) | 0-32 °C,,0.0,32.0,,0,32,
Sulfurisoma sediminicola,Kojima-2014-Sulfurisoma sediminicola gen. nov,"8-34°C (optimum 30-32°C) | lower than 34 °C, optimum at 30-32 °C",,8.0,34.0,31.0,8,34,31
Sulfurisphaera javensis,"Tsuboi-2018-Sulfurisphaera javensis sp nov., a",60-90°C (optimum 80-85°C) | 60-90°C,,60.0,90.0,82.5,60,90,82.5
Sulfurisphaera ohwakuensis,Kurosawa-1998-Sulfurisphaera ohwakuensis gen,85 °C (optimal) | 63-92 °C (optimum 84 °C),,63.0,92.0,85.0,63,92,85
Sulfuritalea hydrogenivorans,Kojima-2011-Sulfuritalea hydrogenivorans gen,8-32°C (optimum 25°C) | 8-32 °C (optimum 25 °C),,8.0,32.0,25.0,8,32,25
Sulfuritortus calidifontis,Kojima-2017-Sulfuritortus calidifontis gen. no,15-48°C (optimum 45°C),,15.0,48.0,45.0,15,48,45
Sulfurivermis fontis,"Kojima-2017-Sulfurivermis fontis gen. nov., sp","25-50°C (optimum 42-48°C) | 25-50°C, optimum 42-48°C",,25.0,50.0,45.0,25,50,45
Sulfurospirillum arcachonense,Finster-1997-Sulfurospirillum arcachonense sp,"26 | {'range': '8-30°C', 'optimum': '26°C'} | 8 to 30°C; optimum 26°C",,8.0,30.0,26.0,8,30,26
Sulfurospirillum cavolei,"Kodama-2007-Sulfurospirillum cavolei sp nov, a",20-40°C (optimum 30°C),,20.0,40.0,30.0,20,40,30
Sulfurospirillum halorespirans,Luijten-2003-Description of Sulfurospirillum h,25-30 °C (optimum),,25.0,30.0,,25,30,
Sulfurovum lithotrophicum,Inagaki-2004-Sulfurovum lithotrophicum gen. no,10–40 °C (optimum 28–30 °C) | 10-40 °C (optimum 28-30 °C),,10.0,40.0,29.0,10,40,29
Sulfurovum riftiae,"Giovannelli-2016-Sulfurovum riftiae sp nov., a",25-45°C (optimum 35°C) | 25-40°C,,25.0,45.0,35.0,25,45,35
Sungkyunkwania multivorans,Yoon-2013-Sungkyunkwania multivorans gen. nov,"30 °C | Optimal growth temperature is 30 °C; growth occurs at 10 and 37 °C, but not at 4 and 40 °C",,10.0,37.0,30.0,10,37,30
Sutterella stercoricanis,Greetham-2004-Sutterella sterconcanis sp nov,37,,,,37.0,,,37
Suttonella indologenes,Dewhirst-1990-Transfer of Kingella-Indologenes,37 | 37°C,,,,37.0,,,37
Suttonella ornithocola,"Foster-2005-Suttonella ornithocola sp nov., fr",25-42°C,,25.0,42.0,,25,42,
Swaminathania salitolerans,Loganathan-2004-Swaminathania salitolerans gen,30,,,,30.0,,,30
Swionibacillus sediminis,"Li-2017-Swionibacillus sediminis gen. nov., sp",15-45°C (optimum 30°C) | 15-45°C,,15.0,45.0,30.0,15,45,30
Symbiobacterium thermophilum,"Watanabe-2015-Limnochorda pilosa gen. nov., sp",thermophile,,,,,,,
Sympodiomycopsis kandeliae,Wei-2011-Sympodiomycopsis kandeliae sp. nov,20°C | 30,,20.0,30.0,,20,30,
Syntrophobacter fumaroxidans,Harmsen-1998-Syntrophobacter fumaroxidans sp,20-40 °C with optimum at 37 °C | 37,,20.0,40.0,37.0,20,40,37
Syntrophobacter sulfatireducens,Chen-2005-Syntrophobacter sulfatireducens sp n,20-48 °C | 20-48°C (optimum 37°C),,20.0,48.0,37.0,20,48,37
Syntrophobotulus glycolicus,Friedrich-1996-Phylogenetic positions of Desul,"15 to 37°C; optimum temperature, 28°C",,15.0,37.0,28.0,15,37,28
Syntrophomonas cellicola,"Wu-2006-Syntrophomonas cellicola sp nov., a sp",25-45°C (optimal 37-40°C) | 25-45°C (optimum 37°C),,25.0,45.0,37.0,25,45,37
Syntrophomonas curvata,"Zhang-2004-Syntrophomonas curvata sp nov., an",37 | 20-42 °C (optimum 35-37 °C),,20.0,42.0,35.0,20,42,35
Syntrophomonas erecta,"Zhang-2005-Syntrophomonas erecta sp nov., a no",37 | 25-47°C,,25.0,47.0,37.0,25,47,37
Syntrophomonas palmitatica,Hatamoto-2007-Syntrophomonas palmitatica sp no,37 °C | 30-50 °C (optimum 37 °C),,30.0,50.0,37.0,30,50,37
Syntrophomonas wolfei subsp. saponavida,Lorowitz-1989-Syntrophomonas-Wolfei Subsp Sapo,37,,,,37.0,,,37
Syntrophomonas wolfei subsp. wolfei,Lorowitz-1989-Syntrophomonas-Wolfei Subsp Sapo,30 to 37°C,,30.0,37.0,,30,37,
Syntrophospora bryantii,Zhao-1990-Assignment of Clostridium-Bryantii t,30,,,,30.0,,,30
Syntrophothermus lipocalidus,Hatamoto-2007-Syntrophomonas palmitatica sp no,thermophilic,,,,,,,
Syntrophothermus lipocalidus,Imachi-2007-Pelotomaculum propionicicum sp nov,thermophilic,,,,,,,
Syntrophothermus lipocalidus,Jumas-Bilak-2009-Description of 'Synergistetes,thermophilic,,,,,,,
Syntrophothermus lipocalidus,Sekiguchi-2003-Anaerolinea thermophila gen. no,thermophilic,,,,,,,
Syntrophothermus lipocalidus,Sun-2016-Isolation and characterization of Fle,thermophilic,,,,,,,
Syntrophothermus lipocalidus,Sun-2016-Lentimicrobium saccharophilum gen. no,thermophilic,,,,,,,
Syntrophothermus lipocalidus,Zhang-2003-Gemmatimonas aurantiaca gen. nov,thermophilic,,,,,,,
T. lipolytica,Svetlitshnyi-1996-Thermosyntropha lipolytica g,52 to 70°C with optimum at 60 to 66°C,,52.0,70.0,63.0,52,70,63
T. multivorans sp. nov.,Lucena-2012-Tropicibacter multivorans sp nov,40°C (negative),,,,40.0,,,40
Tabrizicola fusiformis,"Ko-2018-Tabrizicola fusiformis sp nov., isolat",30-37°C | 15-40°C (optimum 30-37°C),,15.0,40.0,,15,40,
Taeania maliponensis,"Jung-2016-Taeania maliponensis gen. nov., sp n","30°C | 30°C (optimal), growth at 4-37°C",,4.0,37.0,30.0,4,37,30
Taeseokella kangwonensis,Joung-2015-Taeseokella kangwonensis gen. nov,"25°C (optimum), 4-37°C (range) | 20-30 °C (optimum 30 °C)",,4.0,37.0,25.0,4,37,25
Tagaea marina,"Jean-2016-Tagaea marina gen. nov., sp nov., a",30-35 °C | 20-42°C (optimum 30-35°C),,20.0,42.0,,20,42,
Tahibacter caeni,"Wu-2015-Tahibacter caeni sp nov., isolated fro",15-35 °C (optimum 30 °C),,15.0,35.0,30.0,15,35,30
Taibaiella chishuiensis,"Tan-2014-Taibaiella chishuiensis sp nov., isol",10-33°C (optimum 20°C) | 10-33 °C (optimum 20 °C),,10.0,33.0,20.0,10,33,20
Taibaiella coffeisoli,"Szabo-2016-Taibaiella coffeisoli sp nov., isol",10-35 °C (optimum 30 °C) | 10-35°C (optimal 30°C),,10.0,35.0,30.0,10,35,30
Taibaiella koreensis,"Son-2014-Taibaiella koreensis sp nova, isolate",10-35 °C | 10-35 °C (optimum 25-30 °C),,10.0,35.0,,10,35,
Taibaiella smilacinae,"Zhang-2013-Taibaiella smilacinae gen. nov., sp",25-28°C | 7-33 °C (optimum 25-28 °C),,7.0,33.0,,7,33,
Taibaiella soli,"Kim-2016-Taibaiella soli sp nov., isolated fro",10-37°C (optimum 30°C),,10.0,37.0,30.0,10,37,30
Tamaricihabitans halophyticus,Qin-2015-Tamaricihabitans halophyticus gen. no,4-45°C (optimum 28°C) | 10-37 °C (optimum 28 °C),,"4.0, 10.0","37.0, 45.0",28.0,4,45,28
Tamilnaduibacter salinus,Verma-2015-Tamilnaduibacter salinus gen. nov,30 | 20-45 °C,,20.0,45.0,30.0,20,45,30
Tamlana agarivorans,"Yoon-2008-Tamlana agarivorans sp nov., isolate",30°C | 10-38 °C (optimal 30 °C),,10.0,38.0,30.0,10,38,30
Tamlana crocina,"Lee-2007-Tamlana crocina gen nov, sp nov, a ma",25-30 °C | 20-37 °C (optimum 25-30 °C),,20.0,37.0,,20,37,
Tamlicoccus marinus,"Lee-2013-Tamlicoccus marinus gen. nov., sp nov",4-37°C (optimal 30°C) | 20-42 °C (optimum 30 °C),,4.0,37.0,30.0,4,37,30
Tangfeifania diversioriginum,Liu-2014-Tangfeifania diversioriginum gen. nov,33-35 °C (optimal) | 25-40 °C (optimum 33-35 °C),,25.0,40.0,34.0,25,40,34
Tannerella forsythensis,Sakamoto-2002-Reclassification of Bacteroides,37,,,,37.0,,,37
Taonella mepensis,"Xi-2013-Taonella mepensis gen. nov., sp nov",37 °C (range 25-40 °C),,25.0,40.0,37.0,25,40,37
Taphrina bullata,Pethydesova-2013-The reassignment of three 'lo,"21°C (good growth), 25°C (slower growth), 30°C (no growth)",,,,21.0,,,21
Taphrina gei-montani,Petrydesova-2016-Disentangling identity of spe,"20 | 20°C (growth observed), 25°C (weak or positive), 30°C (negative)",,20.0,30.0,25.0,20,30,25
Taphrina insititiae,Pethydesova-2013-The reassignment of three 'lo,"21°C (good growth), 25°C (slower growth), 30°C (no growth)",,,,21.0,,,21
Taphrina johansonii,Pethydesova-2013-The reassignment of three 'lo,21°C,,,,21.0,,,21
Taphrina rhizophora,Pethydesova-2013-The reassignment of three 'lo,"21°C | 21°C (good growth), 25°C (slower growth), 30°C (no growth)",,,30.0,21.0,,30,21
Tatumella citrea,"Brady-2010-Transfer of Pantoea citrea, Pantoea",28°C,,,,28.0,,,28
Tatumella morbirosei,"Brady-2010-Transfer of Pantoea citrea, Pantoea",28,,,,28.0,,,28
Tatumella saanichensis,"Tracz-2015-Tatumella saanichensis sp nov., iso",25 and 35 °C,,25.0,35.0,,25,35,
Taylorella asinigenitalis,"Jang-2001-Taylorella asinigenitalis sp nov., a",37 | 37°C (does not grow at 24 or 42°C),,24.0,42.0,37.0,24,42,37
Telluria chitinolytica,Bowman-1993-Telluria-Mixta (Pseudomonas-Mixta,"28 | 20-45°C, optimal 30-35°C",,20.0,45.0,32.5,20,45,32.5
Telonema antarcticum,"Klaveness-2005-Telonema antarcticum sp nov., a",17,,,,17.0,,,17
Temperatibacter marinus,Teramoto-2014-Temperatibacter marinus gen. nov,20-30 °C (optimally 22-28 °C) | 20-30°C (optimally at 22-28°C) | 20-30,,20.0,30.0,25.0,20,30,25
Tenacibaculum adriaticum,Heindl-2008-Tenacibaculum adriaticum sp nov,5-34°C (optimal 18-26°C) | 5-34°C (optimum 18-26°C),,5.0,34.0,,5,34,
Tenacibaculum aestuarii,"Jung-2006-Tenacibaculum aestuarii sp nov., iso","30-37°C (optimal), 9-41°C (range)",,9.0,41.0,30.0,9,41,30
Tenacibaculum agarivorans,"Xu-2017-Tenacibaculum agarivorans sp nov., an",28°C | 15-37°C (optimum 28°C),,15.0,37.0,28.0,15,37,28
Tenacibaculum amylolyticum,Suzuki-2001-Phylogenetic analysis and taxonomi,20-35°C | 19-35 °C,,20.0,35.0,,20,35,
Tenacibaculum ascidiaceicola,Kim-2016-Tenacibaculum ascidiaceicola sp nov,30-37 °C | Optimal growth at 30-37°C; growth at 10 and 40°C; no growth at 4 or 45°C,,10.0,40.0,,10,40,
Tenacibaculum crassostreae,"Lee-2009-Tenacibaculum crassostreae sp nov., i",15-37°C (optimum 30°C) | 15-37 °C (optimum 30 °C),,15.0,37.0,30.0,15,37,30
Tenacibaculum geojense,"Kang-2012-Tenacibaculum geojense sp nov., isol",30°C | 15-40 °C (optimum 30 °C),,15.0,40.0,30.0,15,40,30
Tenacibaculum haliotis,"Kim-2017-Tenacibaculum haliotis sp nov., isola","20°C | 10-25°C, optimal at 20°C",,10.0,25.0,20.0,10,25,20
Tenacibaculum holothuriorum,Wang-2015-Tenacibaculum holothuriorum sp nov,15-36°C (optimum 25-32°C),,15.0,36.0,28.5,15,36,28.5
Tenacibaculum litoreum,"Choi-2006-Tenacibaculum litoreum sp nov., isol",5-40 °C | 5-40 °C (optimum 35-40 °C),,5.0,40.0,,5,40,
Tenacibaculum lutimaris,"Yoon-2005-Tenacibaculum lutimaris sp nov., iso","30-37 °C | 10-39°C, optimum 30-37°C",,10.0,39.0,33.5,10,39,33.5
Tenacibaculum maritimum,Suzuki-2001-Phylogenetic analysis and taxonomi,15-34°C,,15.0,34.0,,15,34,
Tenacibaculum mesophilum,Suzuki-2001-Phylogenetic analysis and taxonomi,15-40°C | 15-40 °C,,15.0,40.0,,15,40,
Tenacibaculum ovolyticum,Suzuki-2001-Phylogenetic analysis and taxonomi,4-25°C,,4.0,25.0,,4,25,
Tenacibaculum skagerrakense,Frette-2004-Tenacibaculum skagerrakense sp nov,10-40°C (optimal 25-37°C),,10.0,40.0,,10,40,
Tenacibaculum todarodis,"Shin-2018-Tenacibaculum todarodis sp nov., iso",4-35°C | 4-25°C (optimum 25°C),,4.0,35.0,25.0,4,35,25
Tenacibaculum xiamenense,"Li-2013-Tenacibaculum xiamenense sp nov., an a",16-38 °C | 16-38 °C (optimum 28-30 °C),,16.0,38.0,29.0,16,38,29
Tenggerimyces flavus,"Li-2016-Tenggerimyces flavus sp nov., isolated",25-28 °C | 10-35 °C (optimum 25-28 °C),,10.0,35.0,,10,35,
Tenggerimyces mesophilus,"Sun-2015-Tenggerimyces mesophilus gen. nov., s",28-30 °C | 10-37 °C (optimum 28-30 °C),,10.0,37.0,29.0,10,37,29
Tenuibacillus multivorans,Ren-2005-Tenuibacillus multivorans gen. nov,21-42 °C (optimum 36-41 °C),,21.0,42.0,38.5,21,42,38.5
Tepidanaerobacter syntrophicus,Hatamoto-2007-Syntrophomonas palmitatica sp no,moderately thermophilic,,,,,,,
Tepidanaerobacter syntrophicus,Imachi-2007-Pelotomaculum propionicicum sp nov,moderately thermophilic,,,,,,,
Tepidanaerobacter syntrophicus,"Sakai-2010-Methanocella arvoryzae sp nov., a h",moderately thermophilic,,,,,,,
Tepidibacillus decaturensis,Dong-2016-Tepidibacillus decaturensis sp nov,20-60°C (optimum 30-40°C) | 20-60°C (optimal 30-40°C),,20.0,60.0,35.0,20,60,35
Tepidibacillus fermentans,Dong-2016-Tepidibacillus decaturensis sp nov,moderately thermophilic,,,,,,,
Tepidibacillus fermentans,Slobodkina-2016-Inmirania thermothiophila gen,moderately thermophilic,,,,,,,
Tepidibacillus infernus,Podosokorskaya-2016-Tepidibacillus infernus sp,25-58°C (optimal 50°C) | 20-58°C with optimum at 50°C,,25.0,58.0,50.0,25,58,50
Tepidibacter formicigenes,Urios-2004-Tepidibacter formicigenes sp nov,35-55°C (optimum 45°C),,35.0,55.0,45.0,35,55,45
Tepidibacter mesophilus,"Tan-2012-Tepidibacter mesophilus sp nov., a me",10-40 °C (optimal 28-32 °C),,10.0,40.0,30.0,10,40,30
Tepidibacter mesophilus,Zhang-2013-Salimesophilobacter vulgaris gen. n,mesophilic,,,,,,,
Tepidibacter thalassicus,L'Haridon-2006-Vulcanibacillus modesticaldus g,moderately thermophilic,,,,,,,
Tepidibacter thalassicus,Slobodkin-2003-Tepidibacter thalassicus gen. n,33-60 °C (optimum 50 °C),,33.0,60.0,50.0,33,60,50
Tepidibacter thalassicus,"Zeng-2015-Anoxybacter fermentans gen. nov., sp",moderately thermophilic,,,,,,,
Tepidicaulis marinus,Takeuchi-2015-Tepidicaulis marinus gen. nov,16-48°C (optimum 42°C),,16.0,48.0,42.0,16,48,42
Tepidicella xavieri,"Franca-2006-Tepidicella xavieri gen. nov., sp","25-55°C, optimum about 45°C | 25-55°C (optimum 45°C)",,25.0,55.0,45.0,25,55,45
Tepidimicrobium ferriphilum,Zeng-2015-Caloranaerobacter ferrireducens sp n,moderately thermophilic,,,,,,,
Tepidimonas fonticaldi,"Chen-2013-Tepidimonas fonticaldi sp nov., a sl",35-60°C (optimum 55°C) | 35-60 °C (optimum 55 °C),,35.0,60.0,55.0,35,60,55
Tepidimonas ignava,Kampfer-2010-Paenalcaligenes hominis gen. nov,slightly thermophilic,,,,,,,
Tepidimonas ignava,Manaia-2003-Tepidiphilus margaritifer gen. nov,slightly thermophilic,,,,,,,
Tepidimonas ignava,Manaia-2004-Gulosibacter molinativorax gen. no,slightly thermophilic,,,,,,,
Tepidimonas ignava,Takeda-2002-Caldimonas manganoxidans gen. nov,slightly thermophilic,,,,,,,
Tepidiphilus margaritifer,Manaia-2003-Tepidiphilus margaritifer gen. nov,"optimal 50°C, maximal 61°C | 50 °C (optimal), above 25 °C and below 61 °C",,25.0,61.0,50.0,25,61,50
Tepidisphaera mucosa,Kovaleva-2015-Tepidisphaera mucosa gen. nov,20-56°C (optimal 47-50°C) | 20-56°C (optimum 47-50°C),,20.0,56.0,48.5,20,56,48.5
Terasakiella brassicae,"Han-2016-Terasakiella brassicae sp nov., isola","4-40°C (optimum 32-37°C) | 32-37 °C (optimal), no growth at 4 or 40 °C",,4.0,40.0,,4,40,
Terasakiella salincola,"Yoon-2018-Terasakiella salincola sp nov., a ma",10-40°C | 10-40 (optimum 25),,10.0,40.0,25.0,10,40,25
Terasakiispira papahanaumokuakeensis,Zepeda-2015-Terasakiispira papahanaumokuakeens,12-40 °C | 12-40,,12.0,40.0,,12,40,
Teredinibacter turnerae,Distel-2002-Teredinibacter turnerae gen. nov,30-35 °C | 20-30 °C (optimal 30-35 °C),,20.0,35.0,30.0,20,35,30
Terrabacter aeriphilus,"Weon-2010-Terrabacter aeriphilus sp nov., isol",5-35 °C (optimum 30 °C) | 28,,5.0,35.0,30.0,5,35,30
Terrabacter aerolatus,"Weon-2007-Terrabacter aerolatus sp nov., isola",5-35 °C (optimal 30 °C),,5.0,35.0,30.0,5,35,30
Terrabacter carboxydivorans,Kim-2011-Terrabacter carboxydivorans sp. nov,30 °C | 15-40°C (optimal at 30°C),,15.0,40.0,30.0,15,40,30
Terrabacter koreensis,"Won-2014-Terrabacter koreensis sp nov., isolat",28 °C | 20-30 °C (optimal 28-30 °C),,20.0,30.0,28.0,20,30,28
Terrabacter lapilli,"Lee-2008-Terrabacter lapilli sp nov., an actin",4-42 °C,,4.0,42.0,,4,42,
Terrabacter lapilli sp. nov.,"Lee-2008-Terrabacter lapilli sp nov., an actin",10-40 °C,,10.0,40.0,,10,40,
Terrabacter terrigena,"Yoon-2009-Terrabacter terrigena sp nov., isola","30 | 10-37°C (optimum 30°C), no growth at 4°C or 40°C",,10.0,37.0,30.0,10,37,30
Terrabacter tumescens,Collins-1989-Transfer of Pimelobacter-Tumescen,Growth at 10 and 35°C; Optimum temperature for growth ca. 25 to 30°C; may or may not grow at 37°C,,10.0,35.0,27.5,10,35,27.5
Terracoccus luteus,"Prauser-1997-Terracoccus luteus gen. nov., sp",28,,,,28.0,,,28
"Terracoccus luteus gen. nov., sp. nov.","Prauser-1997-Terracoccus luteus gen. nov., sp","Optimal 28°C, range 15-37°C, no growth at 10°C and 45°C",,15.0,37.0,28.0,15,37,28
Terribacillus aidingensis,"Liu-2010-Terribacillus aidingensis sp nov., a",4-48°C (optimum 30-37°C) | 4-48 °C (optimum 30-37 °C),,4.0,48.0,,4,48,
Terribacillus goriensis,Krishnamurthi-2008-Proposal for transfer of Pe,15-43°C,,15.0,43.0,,15,43,
Terribacillus halophilus,An-2007-Terribacillus saccharophilus gen. nov,5-45 °C,,5.0,45.0,,5,45,
Terribacillus saccharophilus,An-2007-Terribacillus saccharophilus gen. nov,5-45 °C,,5.0,45.0,,5,45,
Terriglobus aquaticus,"Baik-2013-Terriglobus aquaticus sp nov., isola",15-30°C (optimum 25°C) | 15-30 °C (optimum 25 °C),,15.0,30.0,25.0,15,30,25
Terriglobus saanensis,"Mannisto-2011-Terriglobus saanensis sp nov., a",4-30°C | 4-30 °C,,4.0,30.0,,4,30,
Terriglobus tenax,"Whang-2014-Terriglobus tenax sp nov., an exopo",15-45°C (optimum 30°C) | 15-45 °C (optimum 30 °C),,15.0,45.0,30.0,15,45,30
Terrilactibacillus laevilacticus,Prasirtsak-2016-Terrilactibacillus laevilactic,20-45 °C,,20.0,45.0,,20,45,
Terrimonas aquatica,"Kim-2017-Terrimonas terrae sp nov., isolated f",10-40°C,,10.0,40.0,,10,40,
Terrimonas arctica,"Jiang-2014-Terrimonas arctica sp nov., isolate",4-28°C (optimum 22-25°C) | 4-28 °C (optimum 22-25 °C),,4.0,28.0,,4,28,
Terrimonas crocea,"Kim-2017-Terrimonas crocea sp nov., isolated f",28°C | 4-30°C (optimum 28°C),,4.0,30.0,28.0,4,30,28
Terrimonas crocea,"Kim-2017-Terrimonas terrae sp nov., isolated f",4-30°C,,4.0,30.0,,4,30,
Terrimonas ferruginea,"Kim-2017-Terrimonas terrae sp nov., isolated f",10-40°C,,10.0,40.0,,10,40,
Terrimonas lutea,"Kim-2017-Terrimonas terrae sp nov., isolated f",10-40°C,,10.0,40.0,,10,40,
Terrimonas lutea,Xie-2006-Reclassification of [Flavobacterium],"29 | 10-37 °C, optimum 25-32 °C",,10.0,37.0,,10,37,
Terrimonas pekingensis,"Jin-2013-Terrimonas pekingensis sp nov., isola",30 | 10-37 °C (optimum 30 °C),,10.0,37.0,30.0,10,37,30
Terrimonas pekingensis,"Kim-2017-Terrimonas terrae sp nov., isolated f",20-35°C,,20.0,35.0,,20,35,
Terrimonas rhizosphaerae,"Han-2017-Terrimonas rhizosphaerae sp nov., iso",10-37°C (optimum 28°C) | 28°C,,10.0,37.0,28.0,10,37,28
Terrimonas rubra,"Kim-2017-Terrimonas terrae sp nov., isolated f",10-40°C,,10.0,40.0,,10,40,
Terrimonas rubra,"Zhang-2012-Terrimonas rubra sp nov., isolated",20-37 °C | 20-37°C (optimum 30°C),,20.0,37.0,30.0,20,37,30
Terrimonas soli,"Jiang-2018-Terrimonas soli sp nov., isolated f",10-37°C (optimum 30°C),,10.0,37.0,30.0,10,37,30
Terrimonas terrae,"Kim-2017-Terrimonas terrae sp nov., isolated f",15-40°C,,15.0,40.0,,15,40,
Terrisporobacter petrolearius,Deng-2015-Terrisporobacter petrolearius sp nov,40 °C (optimal) | 15-45 °C (optimum 40 °C),,15.0,45.0,40.0,15,45,40
Tersicoccus phoenicis,Vaishampayan-2013-Description of Tersicoccus p,"4-40°C, optimum 30°C | 30 | 30-55°C (optimal at 30°C, no growth below 10°C or higher than 65°C)",,4.0,40.0,30.0,4,40,30
Tersicoccus solisilvae,"Sultanpuram-2016-Tersicoccus solisilvae sp., n",16-55°C (optimum 37°C),,16.0,55.0,37.0,16,55,37
Tessaracoccus aquimaris,"Tak-2018-Tessaracoccus aquimaris sp nov., isol","15-37°C, optimal at 30°C | 15-37°C",,15.0,37.0,30.0,15,37,30
Tessaracoccus arenae,Thongphrom-2017-Tessaracoccus arenae sp nov,20-37°C (optimum 30°C),,20.0,37.0,30.0,20,37,30
Tessaracoccus flavescens,"Lee-2008-Tessaracoccus flavescens sp nov., iso",30 | 20-30 °C,,20.0,30.0,30.0,20,30,30
Tessaracoccus flavus,"Kumari-2016-Tessaracoccus flavus sp nov., isol",4-45°C (optimal 28°C) | 15-45; 28,,4.0,45.0,28.0,4,45,28
Tessaracoccus lubricantis,Kampfer-2009-Tessaracoccus lubricantis sp nov,"15-36 °C | {'optimum': 25, 'range': '15-36'}",,15.0,36.0,25.0,15,36,25
Tessaracoccus oleiagri,Cai-2011-Salinarimonas ramus sp nov and Tessar,30 | 28 °C (optimum),,28.0,30.0,,28,30,
Tessaracoccus rhinocerotis,"Li-2016-Tessaracoccus rhinocerotis sp nov., is",10-35 °C | 10-35 °C (optimum 28 °C),,10.0,35.0,28.0,10,35,28
Tessaracoccus terricola,Chaudhary-2018-Tessaracoccus terricola sp nov,15-40°C | 15-40°C (optimum 25-35°C),,15.0,40.0,,15,40,
Testudinibacter aquarius,Hansen-2016-Testudinibacter aquarius gen. nov,"37 | 20, 30, 37, 42 °C",,20.0,42.0,37.0,20,42,37
Tetragenococcus halophilus subsp. flandriensis,Juste-2012-Characterization of Tetragenococcus,15-30°C (optimal 30°C),,15.0,30.0,30.0,15,30,30
Tetragenococcus halophilus subsp. flandriensis subsp. nov.,Juste-2012-Characterization of Tetragenococcus,up to 35°C,,,35.0,,,35,
Tetragenococcus halophilus subsp. halophilus,Juste-2012-Characterization of Tetragenococcus,15-30°C (optimal 30°C),,15.0,30.0,30.0,15,30,30
Tetragenococcus halophilus subsp. halophilus subsp. nov.,Juste-2012-Characterization of Tetragenococcus,up to 35°C,,,35.0,,,35,
Tetragenococcus koreensis,"Lee-2005-Tetragenococcus koreensis sp nov., a","15-30 °C (optimal at 30 °C) | 15-30 °C, optimum 30 °C",,15.0,30.0,30.0,15,30,30
Tetragenococcus osmophilus,Juste-2012-Characterization of Tetragenococcus,30 | 15-30°C (optimal 30°C),,15.0,30.0,30.0,15,30,30
Tetragenococcus osmophilus sp. nov.,Juste-2012-Characterization of Tetragenococcus,30°C (unable to grow at 37°C),,,37.0,30.0,,37,30
Tetrasphaera duodecadis,Ishikawa-2006-Reclassification of Arthrobacter,25 | 20-32°C,,20.0,32.0,25.0,20,32,25
Tetrasphaera elongata,"Hanada-2002-Tetrasphaera elongata sp nov., a p","25 °C (optimal), 20-35 °C (range) | 20-35 °C (optimum 25 °C)",,20.0,35.0,25.0,20,35,25
